age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_index,marital_index,education_index,default_index,housing_index,loan_index,contact_index,month_index,day_of_week_index,poutcome_index,y_index
44,189,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,0,1,0,0,1,6,4,1,0
37,302,2,999,0,1.1,93.994,-36.4,4.857,5191.0,10,1,6,1,1,1,1,6,4,1,0
31,165,4,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,6,1,2,0,1,6,4,1,0
29,48,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,0,1,6,4,1,0
39,51,4,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,2,0,1,6,4,1,0
41,99,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,0,2,1,6,4,1,0
25,452,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,2,0,1,6,4,1,0
50,187,3,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,2,1,6,4,1,0
26,335,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,2,0,1,6,4,1,0
37,110,8,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,4,1,0
43,299,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,7,1,0,0,1,6,4,1,0
28,85,3,999,0,1.1,93.994,-36.4,4.857,5191.0,6,1,5,0,2,2,1,6,4,1,0
31,234,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,2,1,6,4,1,0
50,264,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,0,0,1,6,4,1,0
46,233,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,3,0,2,2,1,6,4,1,0
50,239,4,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,1,0,0,1,6,4,1,0
52,611,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,5,0,0,2,1,6,4,1,0
35,600,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,5,0,0,2,1,6,4,1,0
60,478,2,999,0,1.1,93.994,-36.4,4.857,5191.0,5,0,0,1,0,0,1,6,4,1,0
42,92,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,0,1,6,4,1,0
25,158,2,999,0,1.1,93.994,-36.4,4.857,5191.0,6,2,6,0,2,0,1,6,4,1,0
35,198,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,1,0,0,1,6,4,1,0
37,438,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,2,3,0,0,0,1,6,4,1,0
41,205,7,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,2,0,1,6,4,1,0
35,342,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,0,0,1,6,4,1,0
49,249,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,4,1,0
36,75,6,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,0,1,6,4,1,0
45,225,4,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,5,1,0,0,1,6,4,1,0
48,88,3,999,0,1.1,93.994,-36.4,4.857,5191.0,2,1,3,1,2,0,1,6,4,1,0
28,314,5,999,0,1.1,93.994,-36.4,4.857,5191.0,6,2,6,0,0,0,1,6,4,1,0
42,109,3,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,0,1,6,4,1,0
42,456,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,0,0,1,6,4,1,0
33,92,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,0,0,1,6,4,1,0
29,223,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,5,0,0,0,1,6,4,1,0
27,148,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,0,1,6,4,1,0
35,205,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,2,0,1,6,4,1,0
40,80,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,3,0,0,0,1,6,4,1,0
33,357,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,2,0,2,0,1,6,4,1,0
41,23,17,999,0,1.1,93.994,-36.4,4.857,5191.0,6,2,6,0,2,2,1,6,4,1,0
39,513,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,1,1,6,4,1,0
43,171,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,0,2,1,6,4,1,0
31,90,8,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,0,0,0,1,6,4,1,0
35,55,4,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,3,0,0,0,1,6,4,1,0
40,51,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,2,1,6,4,1,0
59,560,9,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,5,0,0,0,1,6,4,1,1
27,245,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,0,0,0,1,6,4,1,0
47,318,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,2,0,1,6,4,1,0
45,105,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,0,1,6,4,1,0
51,261,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,1,0,2,1,6,4,1,0
60,398,4,999,0,1.1,93.994,-36.4,4.857,5191.0,5,0,3,1,2,0,1,6,4,1,0
45,200,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1,1,2,0,1,6,4,1,0
52,267,4,999,0,1.1,93.994,-36.4,4.857,5191.0,2,1,2,1,0,0,1,6,4,1,0
27,191,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,0,0,1,6,4,1,0
44,300,4,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,2,0,1,6,4,1,0
40,82,4,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,4,1,0
32,153,3,999,0,1.1,93.994,-36.4,4.857,5191.0,10,2,3,0,0,0,1,6,4,1,0
24,504,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,0,0,1,6,4,1,0
46,104,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,1,2,0,1,6,4,1,0
34,194,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,0,0,1,6,4,1,0
44,212,4,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,2,2,1,6,4,1,0
29,122,4,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,2,2,1,6,4,1,0
31,185,6,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,4,1,0
38,107,3,999,0,1.1,93.994,-36.4,4.857,5191.0,11,0,3,1,2,0,1,6,4,1,0
26,87,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,0,0,1,6,4,1,0
40,145,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,2,0,0,2,1,6,4,1,0
47,30,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,2,1,2,0,1,6,4,1,0
43,585,3,999,0,1.1,93.994,-36.4,4.857,5191.0,10,1,3,0,2,0,1,6,4,1,0
34,136,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,0,0,1,6,4,1,0
25,90,8,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,1,1,0,2,1,6,4,1,0
36,146,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,0,0,1,6,4,1,0
34,180,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,2,1,6,4,1,0
29,376,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1,0,0,2,1,6,4,1,0
33,619,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,1,0,2,1,6,4,1,0
22,100,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,0,2,0,1,6,2,1,0
48,75,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,0,0,0,0,0,1,6,2,1,0
29,93,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,2,1,0,0,1,6,2,1,0
46,334,2,999,0,1.1,93.994,-36.4,4.86,5191.0,5,1,6,0,0,0,1,6,2,1,0
34,92,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,0,2,1,6,2,1,0
56,750,2,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,6,0,0,0,1,6,2,1,0
39,332,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,0,0,1,6,2,1,0
36,333,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,0,0,0,1,6,2,1,0
56,118,2,999,0,1.1,93.994,-36.4,4.86,5191.0,4,0,6,0,2,0,1,6,2,1,0
36,620,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,0,0,1,6,2,1,0
36,193,6,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,3,0,2,0,1,6,2,1,0
52,138,1,999,0,1.1,93.994,-36.4,4.86,5191.0,5,1,0,0,2,0,1,6,2,1,0
39,543,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,1
35,297,1,999,0,1.1,93.994,-36.4,4.86,5191.0,8,2,6,1,0,0,1,6,2,1,0
54,144,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,2,3,1,0,0,1,6,2,1,0
59,155,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,0,2,1,6,2,1,0
33,140,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,5,0,2,2,1,6,2,1,0
42,42,7,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,2,1,0,0,1,6,2,1,0
54,127,4,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,6,0,2,0,1,6,2,1,0
52,61,1,999,0,1.1,93.994,-36.4,4.86,5191.0,6,2,0,1,2,0,1,6,2,1,0
35,267,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,1,0,0,1,6,2,1,0
55,103,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,2,1,0,2,1,6,2,1,0
35,205,5,999,0,1.1,93.994,-36.4,4.86,5191.0,3,1,0,1,0,2,1,6,2,1,0
47,54,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,0,2,0,1,6,2,1,0
26,132,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,1,2,0,1,6,2,1,0
36,275,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,1,1,2,0,1,6,2,1,0
40,203,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,2,0,2,0,1,6,2,1,0
34,95,1,999,0,1.1,93.994,-36.4,4.86,5191.0,8,2,0,1,0,0,1,6,2,1,0
40,177,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,7,1,2,0,1,6,2,1,0
42,179,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,1,0,0,1,6,2,1,0
51,136,2,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,7,0,2,0,1,6,2,1,0
39,128,7,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,0,0,0,1,6,2,1,0
58,184,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,0,2,0,1,6,2,1,0
37,284,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,1,0,2,1,6,2,1,0
33,148,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,1,0,2,0,1,6,2,1,0
30,244,2,999,0,1.1,93.994,-36.4,4.86,5191.0,6,2,6,0,2,0,1,6,2,1,0
30,107,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,3,0,0,0,1,6,2,1,0
31,140,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,1,2,0,1,6,2,1,0
47,217,5,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,6,0,2,0,1,6,2,1,0
45,1196,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,4,1,0,0,1,6,2,1,0
46,78,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,5,0,2,0,1,6,2,1,0
45,129,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,0,0,1,6,2,1,0
35,52,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,2,0,1,6,2,1,0
33,41,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,2,0,1,6,2,1,0
43,285,1,999,0,1.1,93.994,-36.4,4.86,5191.0,10,1,3,0,2,0,1,6,2,1,0
56,134,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,7,1,2,0,1,6,2,1,0
26,14,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,2,5,0,0,0,1,6,2,1,0
29,182,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,5,0,2,0,1,6,2,1,0
40,539,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,2,1,2,0,1,6,2,1,1
41,37,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,0,2,0,1,6,2,1,0
35,162,5,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
33,413,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,1,0,0,1,6,2,1,0
53,184,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,0,7,0,0,0,1,6,2,1,0
34,285,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,0,0,0,1,6,2,1,0
47,361,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,7,1,0,0,1,6,2,1,0
40,74,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,2,0,2,0,1,6,2,1,0
52,130,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,1,2,0,1,6,2,1,0
29,203,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
42,186,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,2,3,0,0,0,1,6,2,1,0
37,37,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,1,2,0,1,6,2,1,0
39,206,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,0,0,1,6,2,1,0
31,230,4,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,3,0,1,1,1,6,2,1,0
28,73,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,2,1,0,0,1,6,2,1,0
35,283,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,0,0,0,1,6,2,1,0
37,44,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,0,2,1,6,2,1,0
34,205,1,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,5,0,0,0,1,6,2,1,0
37,291,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,0,0,1,6,2,1,0
42,159,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,0,2,0,0,0,1,6,2,1,0
42,148,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,0,0,0,0,1,6,2,1,0
58,57,3,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,2,0,1,6,2,1,0
28,733,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,2,1,2,0,1,6,2,1,1
38,193,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,2,2,0,2,0,1,6,2,1,0
38,744,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
34,84,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,2,2,0,2,0,1,6,2,1,0
45,254,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,2,0,2,2,1,6,2,1,0
53,135,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
50,23,1,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,0,1,0,0,1,6,2,1,0
30,578,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,1,2,0,1,6,2,1,0
38,1093,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,0,5,0,2,0,1,6,2,1,1
36,247,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,2,0,1,6,2,1,0
46,114,9,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,2,0,1,6,2,1,0
42,119,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,3,0,2,0,1,6,2,1,0
32,619,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,6,0,2,0,1,6,2,1,0
38,514,3,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,2,0,0,0,1,6,2,1,0
51,337,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,1,0,0,1,6,2,1,0
45,561,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,0,3,1,2,0,1,6,2,1,0
44,111,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,0,0,0,1,6,2,1,0
48,418,8,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,3,0,0,0,1,6,2,1,0
46,56,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,2,0,2,0,1,6,2,1,0
43,456,1,999,0,1.1,93.994,-36.4,4.86,5191.0,10,1,6,1,0,0,1,6,2,1,0
49,109,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,2,0,1,6,2,1,0
44,413,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
56,278,1,999,0,1.1,93.994,-36.4,4.86,5191.0,5,0,0,1,2,0,1,6,2,1,0
34,791,2,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,0,0,0,1,6,2,1,1
59,146,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,6,1,0,0,1,6,2,1,0
53,202,1,999,0,1.1,93.994,-36.4,4.86,5191.0,10,1,7,1,0,0,1,6,2,1,0
33,73,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,6,0,1,1,1,6,2,1,0
57,154,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,0,0,1,6,2,1,0
40,257,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,2,0,2,0,1,6,2,1,0
43,199,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,0,0,2,0,1,6,2,1,0
45,208,1,999,0,1.1,93.994,-36.4,4.86,5191.0,11,1,7,0,0,0,1,6,2,1,0
41,471,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,2,0,1,6,2,1,0
25,360,5,999,0,1.1,93.994,-36.4,4.86,5191.0,8,2,3,0,1,1,1,6,2,1,0
33,131,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,2,6,0,1,1,1,6,2,1,0
56,137,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,1,1,1,6,2,1,0
37,155,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,0,2,1,6,2,1,0
48,66,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,3,0,0,0,1,6,2,1,0
32,103,7,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,5,0,0,0,1,6,2,1,0
47,656,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,6,1,2,2,1,6,2,1,0
45,358,10,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,2,0,1,6,2,1,0
43,514,3,999,0,1.1,93.994,-36.4,4.86,5191.0,4,2,0,0,2,0,1,6,2,1,0
32,27,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,0,0,1,6,2,1,0
48,544,4,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,0,2,0,1,6,2,1,0
46,346,6,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,1,0,0,1,6,2,1,0
50,134,6,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,0,0,0,1,6,2,1,0
41,135,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,0,0,1,6,2,1,0
42,633,6,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,7,0,0,0,1,6,2,1,0
42,48,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,6,1,0,0,1,6,2,1,0
31,359,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
40,105,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,1,2,0,1,6,2,1,0
37,746,1,999,0,1.1,93.994,-36.4,4.86,5191.0,10,1,5,1,0,0,1,6,2,1,1
37,322,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,2,5,0,0,0,1,6,2,1,0
45,56,2,999,0,1.1,93.994,-36.4,4.86,5191.0,11,1,7,1,2,0,1,6,2,1,0
32,315,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,2,6,0,1,1,1,6,2,1,0
41,126,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,6,1,2,0,1,6,2,1,0
57,122,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,0,1,0,0,1,6,2,1,0
33,144,2,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,6,0,2,0,1,6,2,1,0
36,445,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
39,356,2,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,0,0,1,6,2,1,0
40,144,1,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,3,1,2,0,1,6,2,1,0
31,102,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1,0
34,187,3,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,6,0,0,0,1,6,2,1,0
42,329,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,6,1,0,0,1,6,2,1,0
59,247,1,999,0,1.1,93.994,-36.4,4.86,5191.0,5,0,0,1,2,0,1,6,2,1,0
52,152,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,1,0,2,0,1,6,2,1,0
30,49,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,0,2,0,2,0,1,6,2,1,0
52,223,4,999,0,1.1,93.994,-36.4,4.86,5191.0,9,2,5,1,0,0,1,6,2,1,0
30,177,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,0,2,0,0,0,1,6,2,1,0
38,77,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,1,0,2,1,6,2,1,0
44,106,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,0,0,2,0,1,6,2,1,0
47,146,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,2,0,2,0,1,6,2,1,0
38,125,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,1,2,0,1,6,2,1,0
41,404,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,0,0,0,1,6,2,1,0
48,413,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,6,0,2,0,1,6,2,1,0
31,177,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,3,0,2,0,1,6,2,1,0
38,118,1,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,7,0,2,0,1,6,2,1,0
52,201,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,0,3,0,2,0,1,6,2,1,0
43,609,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,0,2,0,1,6,2,1,0
46,251,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,0,0,1,6,2,1,0
34,35,1,999,0,1.1,93.994,-36.4,4.86,5191.0,10,2,6,0,2,2,1,6,2,1,0
35,473,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,1,0,2,0,1,6,2,1,0
29,596,1,999,0,1.1,93.994,-36.4,4.86,5191.0,2,0,2,0,2,0,1,6,2,1,0
55,370,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,6,0,0,0,1,6,2,1,0
24,691,1,999,0,1.1,93.994,-36.4,4.86,5191.0,8,1,6,0,0,0,1,6,2,1,0
29,70,2,999,0,1.1,93.994,-36.4,4.86,5191.0,7,2,3,0,0,0,1,6,2,1,0
39,77,2,999,0,1.1,93.994,-36.4,4.86,5191.0,2,2,1,0,2,0,1,6,2,1,0
30,212,6,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,3,0,2,0,1,6,2,1,0
30,245,4,999,0,1.1,93.994,-36.4,4.86,5191.0,9,2,5,0,2,0,1,6,2,1,0
33,544,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,0,0,1,6,2,1,0
38,117,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,0,0,2,1,6,2,1,0
41,410,5,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,0,0,1,6,2,1,0
41,513,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,0,0,1,6,2,1,0
40,179,2,999,0,1.1,93.994,-36.4,4.86,5191.0,4,2,6,0,0,0,1,6,2,1,0
38,896,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,0,2,0,1,6,2,1,0
28,174,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,0,5,1,2,0,1,6,2,1,0
33,365,2,999,0,1.1,93.994,-36.4,4.86,5191.0,6,2,6,0,0,0,1,6,2,1,0
31,1207,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,3,0,0,0,1,6,2,1,1
41,158,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,6,0,0,0,1,6,2,1,0
47,159,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,0,0,1,6,2,1,0
38,82,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,2,0,1,6,2,1,0
57,180,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,3,1,2,0,1,6,2,1,0
56,42,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,2,1,2,0,1,6,2,1,0
28,206,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,0,3,0,2,0,1,6,2,1,0
28,92,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,1,0,0,1,6,2,1,0
51,162,2,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,2,0,2,0,1,6,2,1,0
41,347,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,7,0,2,0,1,6,2,1,0
36,117,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,7,1,0,0,1,6,2,1,0
41,936,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,6,0,2,2,1,6,2,1,0
56,162,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,0,0,1,6,2,1,0
41,126,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,1,0,0,1,6,2,1,0
26,344,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,2,0,1,6,2,1,0
44,71,5,999,0,1.1,93.994,-36.4,4.86,5191.0,7,0,3,0,0,0,1,6,2,1,0
42,178,1,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,1,0,2,0,1,6,2,1,0
35,52,5,999,0,1.1,93.994,-36.4,4.86,5191.0,9,2,6,0,0,0,1,6,2,1,0
